"","Image_name","ObjectNumber","Location_Center_X","Location_Center_Y","HLA.ABC","CD57","CD31","CD14","C.peptide","Nestin","Glucagon","pan.Keratin","CD11b","CD44","PDX.1","CD45","CD56","beta.Actin","Foxp3","CD4","NKX6.1","CD68","Somatostatin","CD20","CD8","CD99","CA2","NFkb","GnzB","Ki67","Collagen","CD3","p16","pS6","CD45RO","HLA.DR","PP","GHRL","DNA191","DNA193"
"cell_55","NPOD6009_Head_ROI1",55,878.04,10.14,2.0381696,0.31981568,0.23003136,1.769472,0.50987008,0.47972352,0.5603328,16.150233088,4.8889856,0.8912896,2.6279936,0.3899392,0.29032448,7.860125696,2.2020096,0.7602176,0.54001664,0.46006272,0.8192,0.15990784,0.54984704,3.3226752,1.048576,1.3697024,0.180224,0.10027008,4.5481984,0.7274496,1.7629184,0.7012352,0.1998848,0.5701632,0.3702784,0.1900544,91.4014208,173.252673536
"cell_56","NPOD6009_Head_ROI1",56,10.73275862,12.23275862,1.179648,0.21561344,0.22413312,1.1927552,0.2326528,0.29294592,0.47382528,4.882432,13.327794176,0.44826624,0.688128,0.31916032,0.37093376,7.3449472,2.5427968,0.8978432,0.27590656,0.9240576,0.48300032,0.19857408,1.0420224,6.888030208,0.28442624,0.50003968,0.2326528,0.15532032,1.9857408,1.1272192,2.3461888,1.5204352,0.33619968,0.7602176,0.32768,0.36175872,81.001250816,150.657499136
"cell_57","NPOD6009_Head_ROI1",57,79.4,7.933333333,5.0659328,0.7340032,0.33357824,4.4695552,0.26673152,1.1993088,0.13303808,5.4001664,5.4001664,0.46661632,1.1337728,0.60030976,1.2648448,10.933501952,4.8693248,2.2020096,0.7340032,1.998848,1.4680064,0.13303808,1.3303808,4.2663936,0.46661632,0.26673152,0.26673152,0.3997696,1.80224,2.7983872,2.3986176,0.8650752,0.46661632,8.466792448,0.6684672,0.33357824,75.134468096,135.20207872
"cell_58","NPOD6009_Head_ROI1",58,187.234375,9.5,0.9371648,0.12517376,0.2654208,0.8454144,0.18743296,0.15597568,0.21889024,5.439488,5.2363264,0.32833536,0.35913728,0.23461888,0.43778048,5.7212928,2.6738688,0.9240576,0.15597568,0.688128,0.50003968,0.18743296,1.1862016,5.6426496,0.17170432,0.18743296,0.18743296,0.07798784,0.56229888,1.048576,2.5493504,2.29376,0.344064,1.1730944,0.32833536,0.42205184,93.642031104,170.924507136
"cell_59","NPOD6009_Head_ROI1",59,300.9591837,12.42857143,1.3500416,0.28573696,0.20381696,0.786432,0.13238272,0.29622272,0.24510464,7.510294528,1.5335424,0.24510464,1.8481152,0.13238272,0.22478848,3.9583744,1.8087936,0.52035584,0.33685504,0.31653888,0.7667712,0.1835008,0.29622272,3.244032,0.33685504,1.507328,0.15335424,0.040828928,4.521984,0.48955392,2.1233664,1.6908288,0.34668544,0.4489216,0.19398656,0.14286848,102.470975488,194.380496896
"cell_60","NPOD6009_Head_ROI1",60,313.4305556,13.16666667,1.7104896,0.24969216,0.24313856,1.2910592,0.24313856,0.27787264,0.37486592,13.30577408,8.652914688,0.9764864,1.8939904,0.33357824,0.41680896,8.409841664,2.5624576,0.7995392,0.5210112,0.688128,2.4510464,0.25690112,0.53477376,5.3805056,0.8781824,1.2845056,0.13893632,0.048627712,1.5007744,0.884736,1.6777216,0.720896,0.4030464,0.65273856,0.19464192,0.25690112,57.361956864,105.043263488
"cell_61","NPOD6009_Head_ROI1",61,324.6238532,11.79816514,1.14688,0.21102592,0.20185088,0.9568256,0.20185088,0.15597568,0.26607616,6.0555264,7.256997888,0.33947648,0.33030144,0.21102592,0.44957696,5.144576,1.9791872,0.8454144,0.22020096,0.57802752,0.6815744,0.16515072,0.917504,4.8627712,0.21102592,0.21102592,0.15597568,0.0458752,1.5990784,0.8060928,2.1168128,0.9633792,0.28442624,0.52297728,0.2752512,0.30277632,77.964509184,146.589417472
"cell_62","NPOD6009_Head_ROI1",62,375.6666667,10.875,0.6946816,0.23986176,0.12517376,0.7798784,0.16646144,0.19791872,0.344064,3.7617664,5.5115776,0.27066368,0.51052544,0.27066368,0.26017792,4.8955392,1.9791872,0.688128,0.20840448,0.61472768,0.36438016,0.16646144,1.4483456,4.7579136,0.14614528,0.344064,0.1769472,0.05210112,1.31072,0.950272,3.1981568,0.65536,0.33357824,0.57278464,0.18743296,0.38535168,103.168212992,193.888387072
"cell_63","NPOD6009_Head_ROI1",63,416.0898876,11.74157303,1.7432576,0.22478848,0.50593792,0.8454144,0.13500416,2.4182784,0.26935296,3.964928,6.3045632,0.50593792,0.6946816,0.2359296,0.17956864,6.842810368,1.6187392,0.851968,0.10092544,0.51707904,0.38207488,0.13500416,0.7667712,6.160384,0.34799616,0.14614528,0.11206656,0.044957696,2.1561344,0.7995392,1.6384,0.58458112,0.14614528,1.998848,0.20250624,0.35979264,74.203398144,136.29423616
"cell_64","NPOD6009_Head_ROI1",64,450.5121951,12.86178862,0.7143424,0.13828096,0.14614528,0.7667712,0.14614528,0.17104896,0.24379392,3.44064,6.0162048,0.34144256,0.36569088,0.17891328,0.22740992,4.390912,1.835008,0.56098816,0.2031616,0.37421056,0.32505856,0.09764864,0.4390912,3.244032,0.19529728,0.2523136,0.08912896,0.04063232,1.6646144,0.7143424,2.1364736,0.688128,0.2195456,0.44695552,0.22740992,0.21168128,93.03392256,173.384794112
"cell_65","NPOD6009_Head_ROI1",65,693.1805556,9.916666667,1.2058624,0.18087936,0.13893632,1.7104896,0.48627712,0.12517376,0.6815744,5.3608448,7.166754816,0.31916032,0.56950784,0.45809664,0.24969216,6.455296,2.0840448,0.9437184,0.19464192,0.7667712,0.4030464,0.13893632,0.5832704,8.819572736,0.13893632,0.31916032,0.19464192,0.013893632,0.9437184,0.8323072,1.9595264,1.1665408,0.16646144,0.9568256,0.16646144,0.2916352,62.209261568,113.862836224
"cell_66","NPOD6009_Head_ROI1",66,710.377551,12.46938776,1.081344,0.20381696,0.13238272,1.4876672,0.28573696,0.2654208,0.61210624,4.3974656,5.1970048,0.6619136,0.57147392,0.22478848,0.39780352,7.122583552,1.8743296,0.6946816,0.29622272,0.61210624,0.57147392,0.15335424,0.52035584,6.755188736,0.50003968,0.2654208,0.13238272,0.08192,2.523136,0.8192,1.6121856,1.8284544,0.34668544,0.8585216,0.21430272,0.2752512,54.511009792,103.246462976
"cell_67","NPOD6009_Head_ROI1",67,779.6930693,13.5049505,1.8939904,0.33685504,0.21757952,1.9398656,0.65339392,0.29687808,1.0027008,13.267501056,2.1692416,1.3565952,4.0566784,0.4456448,0.34668544,8.267431936,1.7235968,0.7405568,1.2386304,0.65339392,0.58392576,0.29687808,0.4358144,4.7644672,0.8323072,2.2740992,0.09895936,0.04947968,1.4942208,0.51511296,2.0185088,0.7602176,0.25755648,1.6449536,0.32702464,0.24772608,112.26906624,207.498248192
"cell_68","NPOD6009_Head_ROI1",68,836.3309859,14.04929577,2.0185088,0.2392064,0.26738688,6.0751872,0.4292608,0.7602176,0.38731776,3.1916032,1.7104896,0.9437184,0.8585216,0.21823488,2.94912,8.873377792,1.5663104,0.917504,0.48562176,3.342336,0.48562176,0.20447232,0.44367872,5.1052544,0.54198272,0.39452672,0.098304,0.13369344,9.302966272,0.58458112,1.736704,0.41549824,0.3309568,1.9726336,0.2326528,0.2818048,126.065311744,234.54580736
"cell_69","NPOD6009_Head_ROI1",69,889.8026316,9.447368421,1.14688,0.19726336,0.17104896,1.0420224,0.9633792,0.24969216,0.48693248,3.3161216,9.56596224,0.43450368,0.7733248,0.21037056,0.31588352,6.291456,2.0774912,0.786432,0.23658496,0.55246848,0.57868288,0.26345472,0.56557568,4.0370176,0.32899072,0.47382528,0.13172736,0.0786432,1.998848,1.0027008,2.2085632,0.720896,0.28966912,0.51314688,0.34209792,0.32899072,89.053986816,164.963024896
"cell_70","NPOD6009_Head_ROI1",70,81.30612245,14.03061224,1.9922944,0.34668544,0.2654208,1.8153472,0.29622272,0.34668544,0.56098816,5.6557568,5.4984704,0.60227584,0.622592,0.36765696,0.48955392,7.142965248,3.3488896,1.212416,0.37748736,1.0092544,0.65339392,0.25493504,0.9568256,7.979728896,0.22478848,0.4489216,0.20381696,0.16318464,1.0616832,1.1730944,2.4772608,1.6842752,0.55115776,4.653056,0.36765696,0.41811968,100.440276992,182.074212352
"cell_71","NPOD6009_Head_ROI1",71,121.1551724,10.89655172,1.8612224,0.18939904,0.29294592,1.998848,0.29294592,0.29294592,0.24117248,2.0185088,4.8431104,0.32768,0.34471936,0.27590656,0.31064064,7.276003328,1.933312,1.0027008,0.2588672,1.6580608,0.32768,0.17235968,0.688128,4.5678592,0.24117248,0.37945344,0.12058624,0.17235968,8.465678336,0.51707904,2.7066368,3.6569088,0.51707904,3.7224448,0.37945344,0.27590656,67.604447232,121.001869312
"cell_72","NPOD6009_Head_ROI1",72,174.9666667,11.73333333,1.7825792,0.1835008,0.13303808,1.4811136,0.16646144,0.30015488,0.30015488,4.6989312,6.58341888,0.41680896,0.8192,0.3833856,0.61669376,5.89824,2.4969216,0.786432,0.24969216,1.3303808,0.34996224,0.41680896,0.8192,5.2494336,0.33357824,0.23330816,0.48365568,0.15007744,2.9687808,0.917504,2.8639232,11.850153984,0.51642368,0.950272,0.6815744,0.7012352,119.768481792,224.936787968
"cell_73","NPOD6009_Head_ROI1",73,193.75,14.5,1.0289152,0.16973824,0.20512768,1.1010048,0.16973824,0.24969216,0.33947648,6.61618688,8.616214528,0.50003968,0.294912,0.31260672,0.4554752,6.3045632,2.064384,0.8126464,0.22347776,0.7471104,0.38404096,0.14286848,0.7798784,5.931008,0.20512768,0.30343168,0.17825792,0.026804224,0.41091072,0.9437184,2.7262976,1.8743296,0.4194304,0.688128,0.34799616,0.33030144,94.644273152,179.315212288
"cell_74","NPOD6009_Head_ROI1",74,203.326087,12.51086957,0.9437184,0.22806528,0.18481152,1.3697024,0.1736704,0.29360128,0.36962304,7.032733696,6.488064,0.26083328,0.46727168,0.39124992,0.58720256,7.369654272,2.7262976,0.7798784,0.26083328,1.2517376,0.29360128,0.15204352,1.1010048,6.4159744,0.29360128,0.24969216,0.45678592,0.21757952,1.2713984,1.3893632,3.1522816,2.752512,0.4784128,0.9699328,0.34799616,0.43450368,108.338610176,205.035732992
"cell_75","NPOD6009_Head_ROI1",75,220.3586957,12.55434783,1.0354688,0.26083328,0.2719744,1.2189696,0.2064384,0.28246016,0.42401792,5.7475072,6.06208,1.0878976,0.57606144,0.24969216,0.19595264,7.630553088,2.195456,0.7733248,0.32636928,1.6187392,0.26083328,0.16318464,0.8126464,4.5088768,0.42401792,0.36962304,0.14155776,0.4128768,0.53280768,0.8585216,2.424832,1.6842752,0.45678592,0.7274496,0.33685504,0.35848192,90.816577536,163.68730112
"cell_76","NPOD6009_Head_ROI1",76,333.0961538,11.98076923,0.9633792,0.05767168,0.1343488,0.42336256,0.19202048,0.17301504,0.26935296,1.6318464,1.8874368,0.21168128,0.3080192,0.23068672,0.09633792,3.0408704,1.1730944,0.2883584,0.19202048,0.51904512,0.46137344,0.1540096,0.5767168,2.5165824,0.11534336,0.36569088,0.07667712,0.05767168,4.5940736,0.5963776,2.5952256,0.50003968,0.36569088,0.26935296,0.38469632,0.1343488,142.579073024,272.081092608
"cell_77","NPOD6009_Head_ROI1",77,354.3636364,10.76623377,1.7170432,0.24707072,0.19464192,1.179648,0.15597568,0.20774912,0.3375104,9.766371328,3.44064,0.8060928,3.9452672,0.28573696,0.25952256,6.974144512,2.2085632,0.49348608,0.8585216,0.53215232,0.22085632,0.14286848,0.61014016,2.2085632,0.7798784,2.260992,0.11665408,0.025952256,1.3238272,0.753664,2.12992,0.8454144,0.3899392,0.3506176,0.40239104,0.14286848,105.183444992,190.912004096
"cell_78","NPOD6009_Head_ROI1",78,553.9603175,12.43650794,0.7077888,0.14286848,0.17432576,0.6684672,0.21430272,0.19070976,0.37289984,3.9911424,6.849298432,0.25427968,0.37289984,0.21430272,0.31719424,3.6962304,1.7235968,0.42860544,0.23003136,0.44433408,0.2064384,0.15859712,0.39714816,4.0108032,0.19857408,0.24576,0.10289152,0.031719424,0.36503552,0.6684672,2.0447232,0.25427968,0.19070976,0.4128768,0.23003136,0.34930688,74.81065472,140.91485184
"cell_79","NPOD6009_Head_ROI1",79,809.2201258,14.01257862,2.0250624,0.37093376,0.26411008,1.6908288,2.523136,0.4653056,2.8639232,8.270577664,4.063232,0.622592,2.7066368,0.36503552,0.57868288,7.811432448,2.0512768,0.7405568,0.9240576,1.0223616,1.2189696,0.26411008,0.622592,12.553682944,1.0551296,1.7891328,0.17629184,0.11337728,8.842903552,0.6619136,1.7629184,1.3041664,0.35192832,0.8192,0.34603008,0.32702464,79.089238016,148.19721216
"cell_80","NPOD6009_Head_ROI1",80,823.5714286,10.89285714,1.6449536,0.3211264,0.23199744,1.572864,0.64290816,0.24969216,0.41091072,9.875161088,1.5204352,0.7143424,2.6083328,0.3211264,0.3571712,6.982270976,1.7498112,0.50003968,0.8192,0.9633792,0.24969216,0.10682368,0.33947648,3.1981568,1.3959168,1.6252928,0.14286848,0.53542912,10.375135232,0.6946816,2.6607616,0.9109504,0.26804224,1.1272192,0.28573696,0.28573696,113.716035584,208.896065536
"cell_81","NPOD6009_Head_ROI1",81,860.3962264,11.32075472,1.605632,0.1507328,0.18874368,2.6607616,0.42467328,0.34930688,0.43384832,3.9911424,3.7552128,0.55640064,0.63176704,0.16973824,0.25493504,7.33970432,1.0027008,0.7012352,0.27328512,1.8743296,0.35848192,0.17956864,0.51904512,3.7617664,0.34930688,0.32047104,0.11337728,0.037748736,8.15104,0.5472256,1.376256,0.55640064,0.35848192,0.753664,0.2359296,0.2260992,102.077038592,194.842591232
"cell_82","NPOD6009_Head_ROI1",82,933.7285714,13.18571429,2.1889024,0.29294592,0.2359296,1.8415616,0.42139648,0.41418752,0.3997696,14.528806912,7.242973184,1.7432576,0.7143424,0.30015488,1.3369344,8.750104576,2.78528,0.9633792,0.33554432,0.9371648,0.54984704,0.22151168,0.7798784,6.4946176,0.3997696,0.33554432,0.10682368,0.10027008,7.771521024,0.8912896,1.9267584,1.1403264,0.29294592,1.0289152,0.29294592,0.32833536,83.094142976,155.695251456
"cell_83","NPOD6009_Head_ROI1",83,129.8951613,14.08064516,3.0670848,0.30670848,0.9043968,3.4668544,0.1212416,0.45940736,0.32243712,1.703936,3.3488896,0.4030464,0.24182784,0.33882112,0.37093376,8.975941632,1.8939904,0.7667712,0.35454976,2.2347776,0.24969216,0.2097152,0.51642368,5.2232192,0.2097152,0.2260992,0.07274496,0.064487424,6.838812672,0.60489728,2.0054016,2.392064,0.57278464,4.0108032,0.4194304,0.26607616,82.896420864,155.45401344
"cell_84","NPOD6009_Head_ROI1",84,141.4912281,11.84210526,2.7394048,0.10551296,0.8781824,1.2976128,0.12255232,0.50855936,0.21037056,0.49152,1.1075584,0.14024704,0.19267584,0.12255232,0.15794176,5.0528256,1.5597568,0.47382528,0.15794176,1.1927552,0.47382528,0.17563648,0.50855936,4.4761088,0.14024704,0.17563648,0.10551296,0.03506176,6.965035008,0.52625408,2.1233664,2.0512768,0.49152,1.245184,0.3506176,0.36831232,97.334788096,182.757163008
"cell_85","NPOD6009_Head_ROI1",85,486.5961538,16.31730769,1.0354688,0.20185088,0.16318464,0.950272,0.24969216,0.26935296,0.35586048,4.2401792,4.6465024,0.12517376,0.51904512,0.19202048,0.50987008,5.4525952,2.1168128,0.6946816,0.18284544,0.6750208,0.38469632,0.24969216,0.8388608,6.4815104,0.278528,0.2981888,0.49020928,0.07667712,2.5100288,0.9633792,2.9884416,1.8939904,0.35586048,0.7995392,0.2883584,0.38469632,111.2997888,208.176283648
"cell_86","NPOD6009_Head_ROI1",86,496.967033,13.94505495,1.5925248,0.28573696,0.16515072,1.736704,0.28573696,0.16515072,0.39583744,5.5508992,6.956122112,1.835008,0.43974656,0.23068672,0.36241408,5.832704,2.4182784,0.7274496,0.26345472,0.7143424,0.35192832,0.24182784,0.7274496,6.2193664,0.20905984,0.3735552,0.23068672,0.14286848,0.8323072,0.8650752,2.031616,1.5466496,0.24182784,0.8126464,0.31850496,0.45023232,90.781581312,168.024539136
"cell_87","NPOD6009_Head_ROI1",87,27.79487179,14.43589744,2.7328512,0.19202048,0.9240576,1.5925248,0.17956864,0.32047104,0.24379392,3.244032,7.96164096,0.38469632,0.51314688,0.35913728,0.32047104,6.93600256,2.12992,1.0878976,0.25624576,0.9371648,0.5767168,0.17956864,0.62849024,5.9506688,0.24379392,0.42336256,0.07667712,0.1409024,4.7316992,0.7667712,2.12992,1.2845056,0.3080192,3.1916032,0.21823488,0.3080192,57.180356608,109.168361472
"cell_88","NPOD6009_Head_ROI1",88,57.17021277,13.61702128,2.0512768,0.32964608,0.20185088,3.4668544,0.18087936,0.19136512,0.55312384,4.3712512,6.989479936,0.44695552,0.43646976,0.48955392,0.30867456,8.574599168,2.9360128,1.245184,0.41484288,1.6515072,0.8192,0.2555904,1.4155776,5.832704,0.26607616,0.22347776,0.20185088,0.14876672,3.0539776,0.9043968,1.7563648,2.1364736,0.5210112,5.767168,0.35127296,0.46792704,67.064823808,126.40616448
"cell_89","NPOD6009_Head_ROI1",89,89.74358974,13.78205128,1.2582912,0.17956864,0.1540096,2.0512768,0.25624576,0.19202048,0.42336256,3.407872,7.000096768,0.25624576,0.8060928,0.4489216,0.38469632,8.66680832,2.7328512,1.5663104,0.39714816,1.5007744,0.46137344,0.17956864,0.9764864,7.96164096,0.37158912,0.47448064,0.294912,0.064094208,1.9202048,1.4221312,2.7590656,2.0512768,0.720896,5.4263808,0.21823488,0.56426496,124.553199616,231.862501376
"cell_90","NPOD6009_Head_ROI1",90,96.27692308,15.29230769,1.4614528,0.29229056,0.1998848,1.31072,0.18481152,0.16908288,0.33816576,5.6754176,11.046354944,0.41549824,0.58458112,0.3080192,0.24641536,6.646267904,2.2151168,0.7995392,0.13828096,0.7405568,0.3997696,0.10747904,0.9371648,6.3373312,0.18481152,0.47710208,0.10747904,0.10747904,1.5204352,0.7995392,2.0447232,1.6908288,0.44630016,2.523136,0.3997696,0.29229056,66.416410624,122.509590528
"cell_91","NPOD6009_Head_ROI1",91,157.1851852,14.85925926,1.3893632,0.14811136,0.12582912,1.0551296,0.17760256,0.29622272,0.25165824,4.3188224,5.1249152,0.37748736,0.58523648,0.311296,0.34799616,5.3805056,2.1233664,0.9633792,0.25952256,1.0092544,0.42991616,0.17760256,0.62980096,5.5836672,0.2818048,0.23724032,0.23724032,0.17760256,2.4117248,0.688128,3.1916032,6.4815104,0.37748736,0.7733248,0.33357824,0.45154304,86.919872512,160.150585344
"cell_92","NPOD6009_Head_ROI1",92,394.8275862,15.6091954,1.2058624,0.19529728,0.14942208,1.1403264,0.14942208,0.35651584,0.28704768,3.964928,4.4695552,0.43646976,0.7798784,0.20709376,0.7012352,5.8523648,2.3003136,0.7798784,0.41353216,0.7471104,0.32178176,0.28704768,1.2845056,6.816202752,0.41353216,0.40239104,0.24117248,0.0688128,1.6580608,1.081344,2.7459584,0.8060928,0.33357824,0.7012352,0.27590656,0.33357824,92.104884224,167.266942976
"cell_93","NPOD6009_Head_ROI1",93,400.1785714,11.60714286,1.1075584,0.14286848,0.3211264,0.8585216,0.14286848,0.28573696,0.14286848,6.892945408,8.357281792,0.24969216,0.39256064,0.3211264,0.6815744,5.4984704,1.572864,0.64290816,0.17825792,0.7471104,0.42860544,0,1.0027008,5.3936128,0.14286848,0.21430272,0.10682368,0.10682368,2.6083328,0.8912896,1.3959168,0.39256064,0.10682368,0.42860544,0.57147392,0.3211264,36.714840064,64.751009792
"cell_94","NPOD6009_Head_ROI1",94,504.1710526,18.92763158,1.2255232,0.19726336,0.15138816,1.0354688,0.37486592,0.19070976,0.38141952,4.6268416,6.0555264,0.53936128,0.65142784,0.23658496,0.33554432,5.505024,1.900544,0.59179008,0.19726336,0.55902208,0.51314688,0.18415616,0.6684672,6.4290816,0.42795008,0.28966912,0.15794176,0.09240576,1.0289152,0.8257536,2.3855104,0.8716288,0.33554432,0.65142784,0.31588352,0.32243712,90.89613824,166.278856704
"cell_95","NPOD6009_Head_ROI1",95,514.2897196,14.48598131,1.6842752,0.2523136,0.21495808,1.114112,0.48627712,0.33619968,0.48627712,12.448759808,4.1746432,1.572864,2.1037056,0.19595264,0.54198272,6.691684352,2.1692416,0.6946816,0.47644672,0.56098816,0.4390912,0.24313856,0.59834368,3.6569088,0.720896,1.2648448,0.17760256,0.09371648,0.57933824,0.6619136,1.933312,0.7667712,0.30867456,0.56098816,0.22413312,0.22413312,83.141459968,149.806055424
"cell_96","NPOD6009_Head_ROI1",96,637.8785714,14.92857143,1.1665408,0.27131904,0.22872064,1.2189696,0.37158912,0.48562176,0.7405568,6.5011712,9.357295616,0.29294592,0.6684672,0.30736384,0.41418752,6.2193664,2.3068672,0.9568256,0.2359296,0.6356992,0.6356992,0.30015488,0.7405568,9.064415232,0.21430272,0.32833536,0.18546688,0.050003968,0.7733248,1.14688,2.2675456,1.0420224,0.46399488,0.720896,0.27131904,0.36438016,89.037078528,166.488244224
"cell_97","NPOD6009_Head_ROI1",97,717,10.8,0.8978432,0.10027008,0,1.5007744,0.30015488,0.10027008,0.1998848,1.998848,4.3974656,0.60030976,0.10027008,0.1998848,0.1998848,3.4996224,0.8978432,0.7995392,0.1998848,0.7012352,0.1998848,0,0.8978432,3.3030144,0.30015488,0.30015488,0.1998848,0,1.900544,1.1993088,2.4969216,1.998848,0.30015488,0.3997696,0.50003968,0.3997696,44.500647936,82.60124672
"cell_98","NPOD6009_Head_ROI1",98,964.9772727,14.20454545,1.736704,0.24969216,0.12517376,1.3500416,0.3866624,0.21561344,0.48889856,5.4001664,16.647979008,0.5111808,2.0709376,0.24969216,0.37486592,7.37509376,2.4772608,0.8781824,0.22740992,1.5597568,0.64749568,0.147456,0.9306112,8.79558656,0.3407872,0.26148864,0.12517376,0.13631488,4.4302336,0.9568256,1.4548992,1.1927552,0.23855104,1.14688,0.23855104,0.31850496,122.013220864,231.412596736
"cell_99","NPOD6009_Head_ROI1",99,68.33636364,14.79090909,2.3068672,0.32702464,0.30932992,3.538944,0.15466496,0.29097984,0.33619968,4.7382528,4.8562176,0.7012352,0.50003968,0.61800448,0.30015488,8.54556672,2.7983872,1.4155776,0.21823488,1.4876672,0.55443456,0.20905984,0.7340032,5.9899904,0.41811968,0.35454976,0.17301504,0.045481984,2.6279936,1.0747904,2.064384,1.5269888,0.6455296,9.000124416,0.30932992,0.42729472,75.0829568,138.065739776
"cell_100","NPOD6009_Head_ROI1",100,362.0945946,14.82432432,1.1599872,0.18939904,0.13500416,0.9043968,0.12189696,0.24313856,0.36503552,5.1052544,10.594746368,0.41877504,0.8912896,0.29753344,0.28377088,6.324224,2.1495808,1.0027008,0.31064064,0.52690944,0.27000832,0.13500416,0.7274496,7.027163136,0.33816576,0.33816576,0.1081344,0.040566784,1.1730944,0.8257536,2.0840448,0.8126464,0.3244032,0.7012352,0.18939904,0.31064064,59.284717568,110.109786112
"cell_101","NPOD6009_Head_ROI1",101,384.7207207,14.83783784,1.376256,0.2162688,0.18939904,1.6121856,0.31522816,0.27000832,0.35127296,5.144576,6.0358656,0.35127296,0.3964928,0.20709376,0.45940736,7.126253568,2.7131904,0.8978432,0.3244032,0.7995392,0.63963136,0.13500416,0.8650752,8.801943552,0.33357824,0.33357824,0.24313856,0.49545216,1.4155776,0.8978432,2.195456,1.2320768,0.31522816,2.1561344,0.360448,0.41418752,97.496989696,185.273090048
"cell_102","NPOD6009_Head_ROI1",102,438.2222222,12.97222222,4.7775744,0.638976,3.9190528,1.1665408,0.30539776,2.6411008,0.16646144,1.5007744,3.5586048,0.22216704,0.1114112,0.917504,0.19464192,13.500219392,1.6973824,0.55574528,0.24969216,0.6684672,0.33357824,0.027787264,4.3319296,6.94452224,0.22216704,0.22216704,0.08323072,0.027787264,2.4444928,1.5532032,0.7471104,0.38862848,0.055574528,5.4198272,0.44433408,0.24969216,18.166972416,31.36159744
